Start (s),End (s),Scientific name,species,confidence,File,lat,lon,sensitivity,min_conf,timestamp_str,duration
3.0,6.0,Otus bakkamoena,Indian Scops-Owl,0.0354,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
3.0,6.0,Tyto alba,Barn Owl,0.0276,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
3.0,6.0,Strix ocellata,Mottled Wood-Owl,0.0264,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
6.0,9.0,Otus bakkamoena,Indian Scops-Owl,0.1172,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
6.0,9.0,Strix ocellata,Mottled Wood-Owl,0.071,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
6.0,9.0,Tyto alba,Barn Owl,0.0532,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
6.0,9.0,Otus sunia,Oriental Scops-Owl,0.0404,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
6.0,9.0,Megascops trichopsis,Whiskered Screech-Owl,0.0367,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
9.0,12.0,Tyto alba,Barn Owl,0.0883,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
9.0,12.0,Otus lettia,Collared Scops-Owl,0.0192,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
9.0,12.0,Otus bakkamoena,Indian Scops-Owl,0.0164,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
9.0,12.0,Strix ocellata,Mottled Wood-Owl,0.0131,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
9.0,12.0,Tyto novaehollandiae,Australian Masked-Owl,0.0117,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
12.0,15.0,Tyto alba,Barn Owl,0.0315,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
12.0,15.0,Otus bakkamoena,Indian Scops-Owl,0.018,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
12.0,15.0,Hylia prasina,Green Hylia,0.0131,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
12.0,15.0,Otus sunia,Oriental Scops-Owl,0.0098,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
12.0,15.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0075,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
15.0,18.0,Otus sunia,Oriental Scops-Owl,0.0554,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
15.0,18.0,Anurolimnas viridis,Russet-crowned Crake,0.0361,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
15.0,18.0,Otus bakkamoena,Indian Scops-Owl,0.0342,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
15.0,18.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0213,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
15.0,18.0,Megascops choliba,Tropical Screech-Owl,0.0177,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
18.0,21.0,Otus sunia,Oriental Scops-Owl,0.0588,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
18.0,21.0,Otus lettia,Collared Scops-Owl,0.0159,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
18.0,21.0,Stachyris poliocephala,Gray-headed Babbler,0.0151,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
18.0,21.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.014,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
18.0,21.0,Pterophylla camellifolia,Common True Katydid,0.0119,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
21.0,24.0,Otus sunia,Oriental Scops-Owl,0.1606,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
21.0,24.0,Strix ocellata,Mottled Wood-Owl,0.0698,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
21.0,24.0,Caprimulgus atripennis,Jerdon's Nightjar,0.0286,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
21.0,24.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0222,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
21.0,24.0,Hylia prasina,Green Hylia,0.0112,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
24.0,27.0,Hylia prasina,Green Hylia,0.0701,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
24.0,27.0,Otus sunia,Oriental Scops-Owl,0.0637,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
24.0,27.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0314,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
24.0,27.0,Stachyris poliocephala,Gray-headed Babbler,0.0244,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
24.0,27.0,Tesia olivea,Slaty-bellied Tesia,0.0182,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
27.0,30.0,Dumetia atriceps,Dark-fronted Babbler,0.0722,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
27.0,30.0,Pterophylla camellifolia,Common True Katydid,0.0571,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
27.0,30.0,Otus bakkamoena,Indian Scops-Owl,0.0358,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
27.0,30.0,Strix ocellata,Mottled Wood-Owl,0.0234,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
27.0,30.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0225,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
30.0,33.0,Otus sunia,Oriental Scops-Owl,0.1222,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
30.0,33.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0714,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
30.0,33.0,Megascops asio,Eastern Screech-Owl,0.0264,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
30.0,33.0,Anaxipha exigua,Say's Trig,0.0163,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
30.0,33.0,Bubo virginianus,Great Horned Owl,0.0137,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
33.0,36.0,Tyto alba,Barn Owl,0.0991,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
33.0,36.0,Xanthocephalus xanthocephalus,Yellow-headed Blackbird,0.0166,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
33.0,36.0,Otus sunia,Oriental Scops-Owl,0.0139,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
33.0,36.0,Pterophylla camellifolia,Common True Katydid,0.0128,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
33.0,36.0,Thryothorus ludovicianus,Carolina Wren,0.01,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
36.0,39.0,Otus sunia,Oriental Scops-Owl,0.0789,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
36.0,39.0,Megascops asio,Eastern Screech-Owl,0.0119,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
36.0,39.0,Megascops gilesi,Santa Marta Screech-Owl,0.0114,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
36.0,39.0,Tyto alba,Barn Owl,0.0089,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
36.0,39.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0087,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
39.0,42.0,Tyto alba,Barn Owl,0.1137,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
39.0,42.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0202,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
39.0,42.0,Hylia prasina,Green Hylia,0.0161,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
39.0,42.0,Sarothrura pulchra,White-spotted Flufftail,0.0127,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
39.0,42.0,Tyto novaehollandiae,Australian Masked-Owl,0.0114,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
42.0,45.0,Tyto alba,Barn Owl,0.0612,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
42.0,45.0,Otus sunia,Oriental Scops-Owl,0.0089,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
42.0,45.0,Megascops trichopsis,Whiskered Screech-Owl,0.0078,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
42.0,45.0,Pterophylla camellifolia,Common True Katydid,0.0073,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
42.0,45.0,Antrostomus salvini,Tawny-collared Nightjar,0.0062,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
45.0,48.0,Tyto alba,Barn Owl,0.0342,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
45.0,48.0,Otus sunia,Oriental Scops-Owl,0.0172,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
45.0,48.0,Megascops kennicottii,Western Screech-Owl,0.0118,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
45.0,48.0,Otus lettia,Collared Scops-Owl,0.0091,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
45.0,48.0,Otus bakkamoena,Indian Scops-Owl,0.0091,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
48.0,51.0,Stachyris poliocephala,Gray-headed Babbler,0.0539,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
48.0,51.0,Anaxipha exigua,Say's Trig,0.0363,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
48.0,51.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0352,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
48.0,51.0,Otus sunia,Oriental Scops-Owl,0.0222,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
48.0,51.0,Piranga rubra,Summer Tanager,0.0211,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
51.0,54.0,Otus sunia,Oriental Scops-Owl,0.0248,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
51.0,54.0,Tyto alba,Barn Owl,0.018,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
51.0,54.0,Tyto novaehollandiae,Australian Masked-Owl,0.0154,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
51.0,54.0,Megascops asio,Eastern Screech-Owl,0.0099,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
51.0,54.0,Strix ocellata,Mottled Wood-Owl,0.0097,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
54.0,57.0,Percnostola rufifrons,Black-headed Antbird,0.0344,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
54.0,57.0,Thamnomanes ardesiacus,Dusky-throated Antshrike,0.0291,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
54.0,57.0,Momotus momota,Amazonian Motmot,0.0166,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
54.0,57.0,Ceratopipra erythrocephala,Golden-headed Manakin,0.0165,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
54.0,57.0,Hylexetastes uniformis,Uniform Woodcreeper,0.0156,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064200.WAV,-1.0,-1.0,1.0,0.25,20250610_064200,3.0
5.0,8.0,Tyto alba,Barn Owl,0.1195,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
5.0,8.0,Otus sunia,Oriental Scops-Owl,0.1159,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
10.0,13.0,Otus sunia,Oriental Scops-Owl,0.1527,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
15.0,18.0,Tyto alba,Barn Owl,0.1247,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
22.5,25.5,Tyto alba,Barn Owl,0.1059,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
35.0,38.0,Stachyris poliocephala,Gray-headed Babbler,0.138,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
40.0,43.0,Pterophylla camellifolia,Common True Katydid,0.2435,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
45.0,48.0,Pterophylla camellifolia,Common True Katydid,0.1113,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064300.WAV,,,,,20250610_064300,3.0
0.0,3.0,Otus sunia,Oriental Scops-Owl,0.0393,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
0.0,3.0,Antrostomus ridgwayi,Buff-collared Nightjar,0.0256,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
0.0,3.0,Orchelimum concinnum,Stripe-faced Meadow Katydid,0.0197,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
0.0,3.0,Oecanthus nigricornis,Blackhorned Tree Cricket,0.0196,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
0.0,3.0,Strix ocellata,Mottled Wood-Owl,0.0159,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
3.0,6.0,Otus sunia,Oriental Scops-Owl,0.1279,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
3.0,6.0,Tyto alba,Barn Owl,0.0545,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
3.0,6.0,Strix ocellata,Mottled Wood-Owl,0.0221,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
3.0,6.0,Strix leptogrammica,Brown Wood-Owl,0.0209,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
3.0,6.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0201,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
6.0,9.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0418,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
6.0,9.0,Otus sunia,Oriental Scops-Owl,0.0416,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
6.0,9.0,Megascops asio,Eastern Screech-Owl,0.0382,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
6.0,9.0,Strix ocellata,Mottled Wood-Owl,0.0142,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
6.0,9.0,Bubo virginianus,Great Horned Owl,0.0137,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
9.0,12.0,Otus sunia,Oriental Scops-Owl,0.0126,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
9.0,12.0,Caprimulgus atripennis,Jerdon's Nightjar,0.0109,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
9.0,12.0,Megascops kennicottii,Western Screech-Owl,0.0108,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
9.0,12.0,Megascops asio,Eastern Screech-Owl,0.0074,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
9.0,12.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0066,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
12.0,15.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0156,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
12.0,15.0,Otus sunia,Oriental Scops-Owl,0.0138,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
12.0,15.0,Strix ocellata,Mottled Wood-Owl,0.0113,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
12.0,15.0,Megascops asio,Eastern Screech-Owl,0.01,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
12.0,15.0,Otus bakkamoena,Indian Scops-Owl,0.0098,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
15.0,18.0,Tyto alba,Barn Owl,0.1622,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
15.0,18.0,Megascops asio,Eastern Screech-Owl,0.0176,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
15.0,18.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0095,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
15.0,18.0,Otus lettia,Collared Scops-Owl,0.0078,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
15.0,18.0,Otus bakkamoena,Indian Scops-Owl,0.0073,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
18.0,21.0,Pterophylla camellifolia,Common True Katydid,0.0445,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
18.0,21.0,Hylia prasina,Green Hylia,0.0289,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
18.0,21.0,Megascops gilesi,Santa Marta Screech-Owl,0.0241,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
18.0,21.0,Hylocichla mustelina,Wood Thrush,0.0143,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
18.0,21.0,Tyto alba,Barn Owl,0.0133,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
21.0,24.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.1513,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
21.0,24.0,Otus sunia,Oriental Scops-Owl,0.0726,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
21.0,24.0,Tyto alba,Barn Owl,0.0396,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
21.0,24.0,Strix ocellata,Mottled Wood-Owl,0.0232,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
21.0,24.0,Strix leptogrammica,Brown Wood-Owl,0.0178,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
24.0,27.0,Tyto alba,Barn Owl,0.0516,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
24.0,27.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0279,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
24.0,27.0,Melanerpes erythrocephalus,Red-headed Woodpecker,0.0233,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
24.0,27.0,Otus sunia,Oriental Scops-Owl,0.0184,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
24.0,27.0,Thryothorus ludovicianus,Carolina Wren,0.0167,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
27.0,30.0,Tyto alba,Barn Owl,0.221,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
27.0,30.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0348,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
