Start (s),End (s),Scientific name,species,confidence,File,lat,lon,sensitivity,min_conf,timestamp_str,duration
27.0,30.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.022,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
27.0,30.0,Smithornis rufolateralis,Rufous-sided Broadbill,0.0179,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
27.0,30.0,Percnostola rufifrons,Black-headed Antbird,0.0177,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
30.0,33.0,Otus sunia,Oriental Scops-Owl,0.0485,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
30.0,33.0,Tyto alba,Barn Owl,0.0347,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
30.0,33.0,Otus bakkamoena,Indian Scops-Owl,0.0311,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
30.0,33.0,Oriolus nigripennis,Black-winged Oriole,0.0279,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
30.0,33.0,Macrosphenus concolor,Gray Longbill,0.0205,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
33.0,36.0,Otus sunia,Oriental Scops-Owl,0.0813,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
33.0,36.0,Strix ocellata,Mottled Wood-Owl,0.0355,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
33.0,36.0,Tyto alba,Barn Owl,0.0172,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
33.0,36.0,Otus bakkamoena,Indian Scops-Owl,0.0144,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
33.0,36.0,Percnostola rufifrons,Black-headed Antbird,0.0122,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
36.0,39.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0917,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
36.0,39.0,Pterophylla camellifolia,Common True Katydid,0.0824,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
36.0,39.0,Otus sunia,Oriental Scops-Owl,0.0263,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
36.0,39.0,Stachyris poliocephala,Gray-headed Babbler,0.0202,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
36.0,39.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0171,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
39.0,42.0,Otus sunia,Oriental Scops-Owl,0.0727,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
39.0,42.0,Pterophylla camellifolia,Common True Katydid,0.018,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
39.0,42.0,Otus bakkamoena,Indian Scops-Owl,0.0175,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
39.0,42.0,Tyto alba,Barn Owl,0.017,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
39.0,42.0,Hylia prasina,Green Hylia,0.0135,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
42.0,45.0,Pterophylla camellifolia,Common True Katydid,0.0843,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
42.0,45.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0227,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
42.0,45.0,Megascops asio,Eastern Screech-Owl,0.0204,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
42.0,45.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.0183,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
42.0,45.0,Scytalopus latebricola,Brown-rumped Tapaculo,0.018,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
45.0,48.0,Otus sunia,Oriental Scops-Owl,0.0516,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
45.0,48.0,Pterophylla camellifolia,Common True Katydid,0.0325,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
45.0,48.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0229,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
45.0,48.0,Bubo virginianus,Great Horned Owl,0.0169,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
45.0,48.0,Tyto alba,Barn Owl,0.0124,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
48.0,51.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0496,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
48.0,51.0,Pterophylla camellifolia,Common True Katydid,0.0369,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
48.0,51.0,Tyto alba,Barn Owl,0.0167,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
48.0,51.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0154,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
48.0,51.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0133,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
51.0,54.0,Otus sunia,Oriental Scops-Owl,0.0432,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
51.0,54.0,Hypothymis azurea,Black-naped Monarch,0.0173,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
51.0,54.0,Tyto alba,Barn Owl,0.0132,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
51.0,54.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.011,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
51.0,54.0,Stachyris poliocephala,Gray-headed Babbler,0.0108,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
54.0,57.0,Otus sunia,Oriental Scops-Owl,0.0268,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
54.0,57.0,Ciccaba virgata,Mottled Owl,0.0132,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
54.0,57.0,Megascops gilesi,Santa Marta Screech-Owl,0.0119,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
54.0,57.0,Nyctibius griseus,Common Potoo,0.0118,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
54.0,57.0,Megascops petersoni,Cinnamon Screech-Owl,0.0096,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064400.WAV,-1.0,-1.0,1.0,0.25,20250610_064400,3.0
0.0,3.0,Pterophylla camellifolia,Common True Katydid,0.0627,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
0.0,3.0,Tyto alba,Barn Owl,0.0502,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
0.0,3.0,Baeolophus ridgwayi,Juniper Titmouse,0.0274,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
0.0,3.0,Otus sunia,Oriental Scops-Owl,0.0128,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
0.0,3.0,Melanerpes erythrocephalus,Red-headed Woodpecker,0.0081,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
3.0,6.0,Otus sunia,Oriental Scops-Owl,0.0987,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
3.0,6.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.035,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
3.0,6.0,Stachyris poliocephala,Gray-headed Babbler,0.0286,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
3.0,6.0,Tyto alba,Barn Owl,0.013,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
3.0,6.0,Centropus rectunguis,Short-toed Coucal,0.0123,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
6.0,9.0,Otus sunia,Oriental Scops-Owl,0.0442,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
6.0,9.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0242,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
6.0,9.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0169,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
6.0,9.0,Pterophylla camellifolia,Common True Katydid,0.013,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
6.0,9.0,Megascops asio,Eastern Screech-Owl,0.0103,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
9.0,12.0,Otus sunia,Oriental Scops-Owl,0.0838,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
9.0,12.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.0273,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
9.0,12.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0184,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
9.0,12.0,Tyto alba,Barn Owl,0.01,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
9.0,12.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0087,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
12.0,15.0,Pterophylla camellifolia,Common True Katydid,0.0104,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
12.0,15.0,Otus sunia,Oriental Scops-Owl,0.0102,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
12.0,15.0,Henicorhina leucosticta,White-breasted Wood-Wren,0.01,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
12.0,15.0,Tyto alba,Barn Owl,0.0084,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
12.0,15.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.008,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
15.0,18.0,Baeolophus ridgwayi,Juniper Titmouse,0.064,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
15.0,18.0,Pterophylla camellifolia,Common True Katydid,0.0345,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
15.0,18.0,Tyto alba,Barn Owl,0.031,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
15.0,18.0,Otus sunia,Oriental Scops-Owl,0.0232,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
15.0,18.0,Stachyris thoracica,White-bibbed Babbler,0.016,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
18.0,21.0,Otus sunia,Oriental Scops-Owl,0.0579,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
18.0,21.0,Strix ocellata,Mottled Wood-Owl,0.0187,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
18.0,21.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0162,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
18.0,21.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.0109,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
18.0,21.0,Hylocichla mustelina,Wood Thrush,0.0109,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
21.0,24.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0497,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
21.0,24.0,Hylocichla mustelina,Wood Thrush,0.0081,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
21.0,24.0,Hylia prasina,Green Hylia,0.008,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
21.0,24.0,Troglodytes pacificus,Pacific Wren,0.0075,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
21.0,24.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0072,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
24.0,27.0,Otus sunia,Oriental Scops-Owl,0.0433,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
24.0,27.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0224,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
24.0,27.0,Stachyris poliocephala,Gray-headed Babbler,0.0127,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
24.0,27.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0121,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
24.0,27.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0098,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
27.0,30.0,Pterophylla camellifolia,Common True Katydid,0.0882,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
27.0,30.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0384,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
27.0,30.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0229,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
27.0,30.0,Otus sunia,Oriental Scops-Owl,0.0204,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
27.0,30.0,Hylocichla mustelina,Wood Thrush,0.02,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
30.0,33.0,Otus sunia,Oriental Scops-Owl,0.077,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
30.0,33.0,Otus bakkamoena,Indian Scops-Owl,0.0514,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
30.0,33.0,Tyto alba,Barn Owl,0.0281,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
30.0,33.0,Macrosphenus concolor,Gray Longbill,0.0224,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
30.0,33.0,Turtur brehmeri,Blue-headed Wood-Dove,0.0124,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
33.0,36.0,Otus sunia,Oriental Scops-Owl,0.279,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
33.0,36.0,Tyto alba,Barn Owl,0.0541,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
33.0,36.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0397,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
33.0,36.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.0332,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
33.0,36.0,Otus bakkamoena,Indian Scops-Owl,0.0248,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
36.0,39.0,Tyto alba,Barn Owl,0.0572,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
36.0,39.0,Hylia prasina,Green Hylia,0.041,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
36.0,39.0,Hemitriccus minor,Snethlage's Tody-Tyrant,0.021,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
36.0,39.0,Hemitriccus diops,Drab-breasted Pygmy-Tyrant,0.0159,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
36.0,39.0,Oriolus nigripennis,Black-winged Oriole,0.013,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
39.0,42.0,Pterophylla camellifolia,Common True Katydid,0.0965,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
39.0,42.0,Baeolophus ridgwayi,Juniper Titmouse,0.0298,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
39.0,42.0,Otus sunia,Oriental Scops-Owl,0.0279,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
39.0,42.0,Cyanoderma erythropterum,Chestnut-winged Babbler,0.0235,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
39.0,42.0,Tyto alba,Barn Owl,0.0226,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
42.0,45.0,Otus sunia,Oriental Scops-Owl,0.041,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
42.0,45.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0376,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
42.0,45.0,Tyto alba,Barn Owl,0.016,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
42.0,45.0,Pterophylla camellifolia,Common True Katydid,0.014,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
42.0,45.0,Anaxipha exigua,Say's Trig,0.0131,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
45.0,48.0,Athene brama,Spotted Owlet,0.06,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
45.0,48.0,Otus bakkamoena,Indian Scops-Owl,0.0435,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
45.0,48.0,Hylocichla mustelina,Wood Thrush,0.03,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
45.0,48.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0284,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
45.0,48.0,Caprimulgus atripennis,Jerdon's Nightjar,0.0246,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
48.0,51.0,Otus sunia,Oriental Scops-Owl,0.5545,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
48.0,51.0,Strix ocellata,Mottled Wood-Owl,0.1574,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
48.0,51.0,Caprimulgus atripennis,Jerdon's Nightjar,0.1154,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
48.0,51.0,Otus bakkamoena,Indian Scops-Owl,0.1078,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
48.0,51.0,Strix leptogrammica,Brown Wood-Owl,0.1021,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
51.0,54.0,Tyto alba,Barn Owl,0.1324,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
51.0,54.0,Pterophylla camellifolia,Common True Katydid,0.1068,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
51.0,54.0,Amblycorypha longinicta,Common Virtuoso Katydid,0.0196,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
51.0,54.0,Otus sunia,Oriental Scops-Owl,0.0166,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
51.0,54.0,Otus bakkamoena,Indian Scops-Owl,0.0125,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
54.0,57.0,Percnostola rufifrons,Black-headed Antbird,0.0346,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
54.0,57.0,Pachyramphus minor,Pink-throated Becard,0.0206,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
54.0,57.0,Conopias trivirgatus,Three-striped Flycatcher,0.0132,/Users/amoddaherkar/Desktop/AudioMothRec/20250610_064500.WAV,-1.0,-1.0,1.0,0.25,20250610_064500,3.0
